"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'status', u'tangan', u'senarai', u'belanja', u'bekal']","[u'senario', u'kolam', u'tetap', u'hal', u'takung', u'kwsp', u'sivil', u'tangan', u'pitas', u'segera']","[u'senario', u'laksana', u'sabah', u'sekolah', u'ancang', u'jenayah', u'kenderaan', u'status', u'gaji', u'belanja']","[u'senario', u'tetap', u'kolam', u'hal', u'tangan', u'akibat', u'kwsp', u'segera', u'bajet', u'takung']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tangan', u'sekolah', u'senarai', u'libat', u'status', u'kaum']","[u'senario', u'tetap', u'kolam', u'kwsp', u'tangan', u'hal', u'sivil', u'tadah', u'segera', u'pitas']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'sarawak', u'segera', u'bangsa', u'kaji', u'laksana']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'sarawak', u'ancang', u'senarai', u'jenayah', u'belanja']","[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'bekal', u'ancang', u'status', u'jenayah', u'belanja']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'status', u'bekal', u'kenderaan', u'ancang', u'sarawak']"
"[u'senario', u'laksana', u'sabah', u'jenayah', u'libat', u'gaji', u'sekolah', u'tangan', u'jauh', u'ajar']","[u'senario', u'tetap', u'uec', u'2016', u'uber', u'iktiraf', u'kolam', u'bajet', u'tangan', u'petagas']","[u'senario', u'laksana', u'jenayah', u'sabah', u'gaji', u'libat', u'elektrik', u'kenderaan', u'ancang', u'2013']","[u'senario', u'tetap', u'tangan', u'bajet', u'2016', u'libat', u'uec', u'akibat', u'1mdb', u'iktiraf']","[u'senario', u'laksana', u'tangan', u'libat', u'sabah', u'jenayah', u'tetap', u'siasat', u'ajar', u'sekolah']","[u'senario', u'tetap', u'uber', u'bajet', u'2016', u'tangan', u'mitigasi', u'samping', u'polisi', u'akibat']","[u'senario', u'tetap', u'tangan', u'1mdb', u'libat', u'ajar', u'akibat', u'kaji', u'siasat', u'sabah']","[u'senario', u'laksana', u'jenayah', u'sabah', u'libat', u'gaji', u'sekolah', u'jauh', u'ancang', u'jenis']","[u'senario', u'jenayah', u'laksana', u'sabah', u'gaji', u'masjid', u'pantau', u'elektrik', u'kenderaan', u'2013']","[u'senario', u'jenayah', u'laksana', u'sabah', u'gaji', u'kenderaan', u'sekolah', u'2013', u'masjid', u'suruhanjaya']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'libat', u'sarawak', u'tuju', u'bekal', u'senarai', u'tangan']","[u'senario', u'tetap', u'kolam', u'hal', u'tanam', u'kwsp', u'prosiding', u'hidup', u'samping', u'takung']","[u'senario', u'laksana', u'bekal', u'sabah', u'sekolah', u'2013', u'libat', u'ancang', u'belanja', u'bangkang']","[u'senario', u'tetap', u'hal', u'tanam', u'tangan', u'kwsp', u'lulus', u'kolam', u'samping', u'libat']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'laksana', u'tuju', u'sekolah', u'sarawak', u'bekal']","[u'senario', u'tetap', u'tanam', u'hidup', u'kwsp', u'hal', u'kolam', u'lulus', u'tangan', u'segera']","[u'senario', u'tetap', u'tangan', u'kaji', u'libat', u'segera', u'hidup', u'ajar', u'kesan', u'tuju']","[u'senario', u'laksana', u'sekolah', u'sabah', u'bekal', u'libat', u'senarai', u'ancang', u'tuju', u'belanja']","[u'senario', u'laksana', u'bekal', u'sabah', u'2013', u'sekolah', u'tuju', u'senarai', u'ancang', u'belanja']","[u'senario', u'laksana', u'bekal', u'sabah', u'sekolah', u'2013', u'tuju', u'libat', u'bangkang', u'jenayah']"
"[u'senario', u'sabah', u'sekolah', u'sarawak', u'bekal', u'laksana', u'status', u'kenal', u'tetap', u'ajar']","[u'senario', u'tetap', u'lulus', u'tanam', u'kolam', u'hal', u'uec', u'hidup', u'takung', u'amerika']","[u'senario', u'sabah', u'bekal', u'sekolah', u'laksana', u'status', u'sarawak', u'belanja', u'kenal', u'suruhanjaya']","[u'senario', u'tetap', u'lulus', u'tanam', u'hal', u'hidup', u'akibat', u'tangan', u'kolam', u'uec']","[u'senario', u'tetap', u'sarawak', u'sabah', u'bekal', u'sekolah', u'status', u'kenal', u'ajar', u'libat']","[u'senario', u'tetap', u'lulus', u'tanam', u'hidup', u'hal', u'kolam', u'polisi', u'akibat', u'mitigasi']","[u'senario', u'tetap', u'lulus', u'sarawak', u'tangan', u'hidup', u'ajar', u'kaum', u'akibat', u'libat']","[u'senario', u'sabah', u'bekal', u'sekolah', u'laksana', u'sarawak', u'status', u'kenal', u'belanja', u'senarai']","[u'senario', u'sabah', u'bekal', u'laksana', u'sekolah', u'sarawak', u'kenal', u'status', u'suruhanjaya', u'belanja']","[u'senario', u'sabah', u'bekal', u'sekolah', u'status', u'kenal', u'laksana', u'sarawak', u'belanja', u'suruhanjaya']"
"[u'senario', u'laksana', u'sabah', u'status', u'sarawak', u'sekolah', u'gaji', u'jenayah', u'suruhanjaya', u'ajar']","[u'senario', u'tetap', u'kolam', u'hal', u'takung', u'kabotaj', u'uec', u'polisi', u'tangan', u'iktiraf']","[u'senario', u'laksana', u'sabah', u'jenayah', u'status', u'suruhanjaya', u'gaji', u'sekolah', u'kenderaan', u'sarawak']","[u'senario', u'tetap', u'hal', u'kolam', u'tangan', u'muka', u'lulus', u'kabotaj', u'kaji', u'iktiraf']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tetap', u'status', u'tangan', u'sekolah', u'ajar', u'jenayah']","[u'senario', u'tetap', u'kolam', u'hal', u'kabotaj', u'lulus', u'tangan', u'polisi', u'2016', u'takung']","[u'senario', u'tetap', u'tangan', u'kaji', u'sarawak', u'laksana', u'diri', u'ajar', u'sabah', u'khas']","[u'senario', u'laksana', u'sabah', u'status', u'jenayah', u'sekolah', u'sarawak', u'suruhanjaya', u'gaji', u'bakal']","[u'senario', u'laksana', u'sabah', u'jenayah', u'status', u'suruhanjaya', u'sarawak', u'sekolah', u'gaji', u'bakal']","[u'senario', u'laksana', u'sabah', u'status', u'jenayah', u'suruhanjaya', u'bakal', u'gaji', u'sekolah', u'kenderaan']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'jauh', u'rancang', u'ajar', u'jenayah', u'ancang', u'libat']","[u'senario', u'tetap', u'kolam', u'uec', u'bajet', u'kabotaj', u'segera', u'amerika', u'iktiraf', u'takung']","[u'senario', u'laksana', u'sabah', u'jenayah', u'kenderaan', u'lawat', u'm', u'suruhanjaya', u'ancang', u'sekolah']","[u'senario', u'tetap', u'bajet', u'segera', u'lulus', u'tangan', u'kolam', u'iktiraf', u'kaji', u'uec']","[u'senario', u'sabah', u'laksana', u'sekolah', u'ajar', u'tetap', u'jauh', u'libat', u'ancang', u'tangan']","[u'senario', u'tetap', u'bajet', u'segera', u'kolam', u'kabotaj', u'lulus', u'uec', u'iktiraf', u'pm225']","[u'senario', u'tetap', u'tangan', u'kaji', u'sabah', u'libat', u'1mdb', u'ajar', u'segera', u'jauh']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'jenayah', u'ancang', u'kenderaan', u'jauh', u'm']","[u'senario', u'laksana', u'sabah', u'jenayah', u'kenderaan', u'm', u'sekolah', u'suruhanjaya', u'ancang', u'rancang']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'jenayah', u'm', u'sekolah', u'suruhanjaya', u'pulau', u'ancang']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'sarawak', u'jauh', u'bekal', u'rancang', u'ajar']","[u'senario', u'tetap', u'kolam', u'tanam', u'lulus', u'hidup', u'bajet', u'takung', u'tangan', u'hal']","[u'senario', u'laksana', u'sekolah', u'sabah', u'2013', u'bekal', u'status', u'suruhanjaya', u'sarawak', u'rancang']","[u'senario', u'tetap', u'kolam', u'tangan', u'tanam', u'bajet', u'lulus', u'akibat', u'hal', u'jelas']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'status', u'tetap', u'tangan', u'bekal', u'tuju']","[u'senario', u'tetap', u'kolam', u'lulus', u'bajet', u'hidup', u'akibat', u'tanam', u'tangan', u'kabotaj']","[u'senario', u'tetap', u'laksana', u'tangan', u'sekolah', u'akibat', u'sarawak', u'hidup', u'sabah', u'kesan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'bekal', u'sarawak', u'rancang', u'jauh', u'suruhanjaya']","[u'senario', u'laksana', u'sekolah', u'sabah', u'2013', u'bekal', u'status', u'suruhanjaya', u'sarawak', u'rancang']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'2013', u'bekal', u'kenderaan', u'suruhanjaya', u'sarawak']"
"[u'senario', u'sekolah', u'sabah', u'laksana', u'bekal', u'tetap', u'tangan', u'jauh', u'libat', u'rancang']","[u'senario', u'tetap', u'tangan', u'lulus', u'segera', u'kolam', u'bajet', u'amerika', u'hal', u'pitas']","[u'senario', u'sekolah', u'bekal', u'laksana', u'sabah', u'2013', u'suruhanjaya', u'ancang', u'jenayah', u'elektrik']","[u'senario', u'tetap', u'tangan', u'lulus', u'kaji', u'segera', u'bajet', u'sekolah', u'syarat', u'libat']","[u'senario', u'sekolah', u'tetap', u'tangan', u'sabah', u'bekal', u'libat', u'laksana', u'ajar', u'jauh']","[u'senario', u'tetap', u'lulus', u'tangan', u'bajet', u'segera', u'kaji', u'syarat', u'sekolah', u'akibat']","[u'senario', u'tetap', u'tangan', u'sekolah', u'kaji', u'libat', u'sabah', u'akibat', u'ajar', u'jauh']","[u'senario', u'sekolah', u'laksana', u'sabah', u'bekal', u'ancang', u'rancang', u'suruhanjaya', u'jauh', u'elektrik']","[u'senario', u'sekolah', u'bekal', u'laksana', u'sabah', u'2013', u'suruhanjaya', u'ancang', u'elektrik', u'rancang']","[u'senario', u'sekolah', u'sabah', u'2013', u'bekal', u'laksana', u'suruhanjaya', u'jenayah', u'ancang', u'kenderaan']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'status', u'jauh', u'ajar', u'sekolah', u'jenayah', u'tangan']","[u'senario', u'tetap', u'kolam', u'akibat', u'uec', u'tanam', u'tadah', u'hal', u'tangan', u'lulus']","[u'senario', u'sabah', u'laksana', u'jenayah', u'kenderaan', u'status', u'suruhanjaya', u'jauh', u'ancang', u'sarawak']","[u'senario', u'tetap', u'akibat', u'tanam', u'tangan', u'hal', u'lulus', u'kolam', u'kapal', u'segera']","[u'senario', u'sabah', u'sarawak', u'tangan', u'tetap', u'ajar', u'laksana', u'sekolah', u'status', u'libat']","[u'senario', u'tetap', u'akibat', u'lulus', u'hal', u'kolam', u'tangan', u'tadah', u'tanam', u'uec']","[u'senario', u'tetap', u'akibat', u'tangan', u'sabah', u'sarawak', u'libat', u'ajar', u'kesan', u'jauh']","[u'senario', u'sabah', u'laksana', u'jenayah', u'status', u'kenderaan', u'sarawak', u'jauh', u'ancang', u'sekolah']","[u'senario', u'sabah', u'laksana', u'kenderaan', u'jenayah', u'status', u'sarawak', u'suruhanjaya', u'ancang', u'sekolah']","[u'senario', u'sabah', u'jenayah', u'laksana', u'kenderaan', u'status', u'sarawak', u'ajar', u'sekolah', u'suruhanjaya']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'sekolah', u'libat', u'tangan', u'status', u'bayar', u'ajar']","[u'senario', u'tetap', u'2016', u'tangan', u'uec', u'hal', u'lulus', u'hidup', u'kolam', u'libat']","[u'senario', u'laksana', u'sabah', u'libat', u'status', u'sekolah', u'jenayah', u'sarawak', u'ancang', u'pulau']","[u'senario', u'tetap', u'tangan', u'2016', u'lulus', u'libat', u'hal', u'kaji', u'kesan', u'1mdb']","[u'senario', u'sarawak', u'libat', u'tangan', u'sabah', u'sekolah', u'laksana', u'tetap', u'ajar', u'status']","[u'senario', u'tetap', u'2016', u'tangan', u'lulus', u'hal', u'libat', u'hidup', u'uec', u'bajet']","[u'senario', u'tetap', u'tangan', u'libat', u'1mdb', u'sarawak', u'kesan', u'ajar', u'sekolah', u'kaji']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'libat', u'status', u'ancang', u'jenis', u'pulau']","[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'ancang', u'pelan', u'status', u'libat', u'bayar']","[u'senario', u'sekolah', u'laksana', u'sabah', u'status', u'sarawak', u'libat', u'ancang', u'jenayah', u'pelan']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'kesan', u'libat', u'jenis', u'tangan', u'bayar', u'sarawak']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'polisi', u'tanam', u'mitigasi', u'tangan', u'hal', u'uec']","[u'senario', u'laksana', u'jenayah', u'sekolah', u'2013', u'senjata', u'sabah', u'jenis', u'libat', u'bekal']","[u'senario', u'tetap', u'tangan', u'tanam', u'kesan', u'lulus', u'kolam', u'polisi', u'samping', u'hal']","[u'senario', u'tetap', u'sekolah', u'kesan', u'tangan', u'sabah', u'laksana', u'libat', u'sarawak', u'tuju']","[u'senario', u'tetap', u'polisi', u'kabotaj', u'kolam', u'mitigasi', u'tanam', u'tangan', u'lulus', u'iktiraf']","[u'senario', u'tetap', u'kesan', u'tangan', u'libat', u'sekolah', u'halang', u'tuju', u'sarawak', u'khas']","[u'senario', u'sekolah', u'laksana', u'jenis', u'sabah', u'jenayah', u'libat', u'kesan', u'bekal', u'2013']","[u'senario', u'laksana', u'sekolah', u'2013', u'sabah', u'jenayah', u'bekal', u'jenis', u'kenderaan', u'suruhanjaya']","[u'senario', u'sekolah', u'laksana', u'2013', u'jenayah', u'sabah', u'jenis', u'kesan', u'libat', u'kenderaan']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'sarawak', u'status', u'bekal', u'ajar', u'bayar', u'libat']","[u'senario', u'tetap', u'tanam', u'uec', u'kolam', u'akibat', u'lulus', u'2016', u'tangan', u'hal']","[u'senario', u'sabah', u'laksana', u'sekolah', u'status', u'jenayah', u'elektrik', u'sarawak', u'mas', u'bekal']","[u'senario', u'tetap', u'tanam', u'lulus', u'akibat', u'tangan', u'uec', u'kaji', u'khas', u'hal']","[u'senario', u'sabah', u'sarawak', u'sekolah', u'laksana', u'ajar', u'status', u'libat', u'tetap', u'bekal']","[u'senario', u'tetap', u'tanam', u'akibat', u'lulus', u'uec', u'tangan', u'kolam', u'hal', u'2016']","[u'senario', u'tetap', u'akibat', u'tangan', u'ajar', u'sarawak', u'1mdb', u'bangsa', u'libat', u'sekolah']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'sarawak', u'hasrat', u'ajar', u'bekal', u'elektrik']","[u'senario', u'laksana', u'sabah', u'status', u'sekolah', u'mas', u'sarawak', u'bekal', u'ancang', u'elektrik']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'sarawak', u'hasrat', u'ancang', u'ajar', u'mas']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'wujud', u'sarawak', u'libat', u'status', u'ajar', u'tuju']","[u'senario', u'tetap', u'kolam', u'uec', u'tanam', u'lulus', u'hal', u'bajet', u'zika', u'pitas']","[u'senario', u'laksana', u'sekolah', u'wujud', u'jenayah', u'sabah', u'sarawak', u'status', u'ajar', u'libat']","[u'senario', u'tetap', u'lulus', u'bajet', u'tanam', u'tangan', u'segera', u'akibat', u'hal', u'kolam']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'libat', u'ajar', u'wujud', u'sabah', u'tangan', u'tetap']","[u'senario', u'tetap', u'lulus', u'kolam', u'tanam', u'bajet', u'uec', u'tangan', u'hal', u'daesh']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'libat', u'ajar', u'kesan', u'sarawak', u'agama']","[u'senario', u'laksana', u'sekolah', u'wujud', u'sabah', u'status', u'sarawak', u'libat', u'jenayah', u'ajar']","[u'senario', u'laksana', u'sekolah', u'wujud', u'sabah', u'sarawak', u'status', u'libat', u'jenayah', u'kenal']","[u'senario', u'laksana', u'sekolah', u'wujud', u'status', u'sabah', u'jenayah', u'sarawak', u'libat', u'hasrat']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'rancang', u'pantau', u'tetap', u'tangan', u'sarawak']","[u'senario', u'tetap', u'tangan', u'hal', u'uec', u'pitas', u'kolam', u'kwsp', u'kabotaj', u'2016']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'pantau', u'rancang', u'jenayah', u'jauh', u'm']","[u'senario', u'tetap', u'tangan', u'segera', u'kwsp', u'1mdb', u'lulus', u'akibat', u'hal', u'bajet']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'tangan', u'status', u'siasat', u'sarawak', u'ajar']","[u'senario', u'tetap', u'tangan', u'lulus', u'bajet', u'hal', u'uec', u'akibat', u'segera', u'pitas']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'khas', u'sabah', u'sekolah', u'kaji', u'ajar']","[u'senario', u'laksana', u'sekolah', u'status', u'pantau', u'sabah', u'rancang', u'jenayah', u'pulau', u'jauh']","[u'senario', u'laksana', u'pantau', u'sabah', u'sekolah', u'status', u'rancang', u'm', u'jenayah', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'sabah', u'pantau', u'status', u'rancang', u'pulau', u'jenayah', u'kenderaan']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'kenderaan', u'status', u'takat', u'libat', u'suruhanjaya', u'sarawak']","[u'senario', u'tetap', u'lulus', u'hal', u'kolam', u'tanam', u'uec', u'prosiding', u'akibat', u'tadah']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'suruhanjaya', u'jenayah', u'2013', u'takat', u'bekal']","[u'senario', u'tetap', u'lulus', u'tanam', u'akibat', u'hal', u'segera', u'tangan', u'libat', u'kwsp']","[u'senario', u'laksana', u'sabah', u'libat', u'sekolah', u'tetap', u'ajar', u'sarawak', u'takat', u'status']","[u'senario', u'tetap', u'lulus', u'tanam', u'hal', u'hidup', u'akibat', u'uec', u'kolam', u'segera']","[u'senario', u'tetap', u'akibat', u'libat', u'tangan', u'sabah', u'ajar', u'laksana', u'lulus', u'diri']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'sekolah', u'suruhanjaya', u'takat', u'status', u'jenayah', u'belanja']","[u'senario', u'laksana', u'kenderaan', u'sabah', u'takat', u'sekolah', u'status', u'suruhanjaya', u'2013', u'jenayah']","[u'senario', u'laksana', u'kenderaan', u'sabah', u'sekolah', u'takat', u'2013', u'jenayah', u'status', u'suruhanjaya']"
"[u'senario', u'bekal', u'sekolah', u'laksana', u'sabah', u'kesan', u'tetap', u'tuju', u'wujud', u'jenayah']","[u'senario', u'tetap', u'kolam', u'hal', u'tanam', u'lulus', u'kabotaj', u'tadah', u'kwsp', u'rata']","[u'senario', u'bekal', u'sekolah', u'laksana', u'sabah', u'jenayah', u'kesan', u'suruhanjaya', u'cegah', u'wujud']","[u'senario', u'tetap', u'tanam', u'lulus', u'hal', u'kolam', u'kwsp', u'kesan', u'segera', u'polisi']","[u'senario', u'tetap', u'kesan', u'sekolah', u'bekal', u'sabah', u'laksana', u'tuju', u'libat', u'banjir']","[u'senario', u'tetap', u'kolam', u'tanam', u'hal', u'lulus', u'kabotaj', u'tadah', u'polisi', u'takung']","[u'senario', u'tetap', u'kesan', u'kaji', u'tangan', u'sekolah', u'akibat', u'tuju', u'tanam', u'lulus']","[u'senario', u'sekolah', u'bekal', u'laksana', u'sabah', u'kesan', u'jenayah', u'tuju', u'senarai', u'suruhanjaya']","[u'senario', u'bekal', u'laksana', u'sekolah', u'sabah', u'jenayah', u'kesan', u'masjid', u'senarai', u'wujud']","[u'senario', u'bekal', u'sekolah', u'laksana', u'sabah', u'jenayah', u'kesan', u'masjid', u'kenderaan', u'senarai']"
"[u'senario', u'laksana', u'mas', u'sabah', u'sarawak', u'sekolah', u'libat', u'jenayah', u'bekal', u'bayar']","[u'senario', u'tetap', u'uec', u'petagas', u'iktiraf', u'lulus', u'sijil', u'hal', u'bajet', u'akibat']","[u'senario', u'laksana', u'mas', u'jenayah', u'sekolah', u'sarawak', u'sabah', u'2013', u'khusus', u'elektrik']","[u'senario', u'tetap', u'lulus', u'uec', u'iktiraf', u'bajet', u'akibat', u'sijil', u'hal', u'agama']","[u'senario', u'laksana', u'tetap', u'libat', u'sarawak', u'sekolah', u'siasat', u'ajar', u'agama', u'tangan']","[u'senario', u'tetap', u'uec', u'lulus', u'petagas', u'bajet', u'iktiraf', u'akibat', u'sijil', u'hal']","[u'senario', u'tetap', u'akibat', u'1mdb', u'agama', u'tangan', u'penuh', u'libat', u'sarawak', u'lulus']","[u'senario', u'laksana', u'mas', u'sekolah', u'jenayah', u'sarawak', u'sabah', u'belanja', u'rancang', u'libat']","[u'senario', u'laksana', u'mas', u'jenayah', u'kenderaan', u'sabah', u'sarawak', u'sekolah', u'2013', u'bekal']","[u'senario', u'laksana', u'mas', u'kenderaan', u'jenayah', u'2013', u'sarawak', u'sekolah', u'sabah', u'rancang']"
"[u'senario', u'sabah', u'libat', u'sarawak', u'laksana', u'bekal', u'tangan', u'tetap', u'siasat', u'ancang']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'hal', u'uec', u'polisi', u'samping', u'lulus', u'tanam']","[u'senario', u'sabah', u'laksana', u'libat', u'ancang', u'sarawak', u'jenayah', u'bekal', u'status', u'2013']","[u'senario', u'tetap', u'polisi', u'lulus', u'kolam', u'samping', u'segera', u'hal', u'libat', u'kabotaj']","[u'senario', u'libat', u'sabah', u'tangan', u'tetap', u'sarawak', u'siasat', u'agama', u'ajar', u'laksana']","[u'senario', u'tetap', u'kolam', u'polisi', u'lulus', u'kabotaj', u'hal', u'uec', u'samping', u'uber']","[u'senario', u'tetap', u'libat', u'tangan', u'agama', u'akibat', u'1mdb', u'sarawak', u'sabah', u'kaji']","[u'senario', u'sabah', u'libat', u'laksana', u'sekolah', u'sarawak', u'ancang', u'status', u'bekal', u'tangan']","[u'senario', u'sabah', u'laksana', u'libat', u'ancang', u'kenderaan', u'bekal', u'sarawak', u'status', u'jenayah']","[u'senario', u'sabah', u'laksana', u'libat', u'kenderaan', u'ancang', u'bekal', u'sarawak', u'jenayah', u'2013']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'sarawak', u'tuju', u'siasat', u'jenayah', u'bekal', u'ajar']","[u'senario', u'tetap', u'hal', u'2016', u'lulus', u'pm225', u'kolam', u'petagas', u'uber', u'akibat']","[u'senario', u'laksana', u'sabah', u'jenayah', u'sekolah', u'pecah', u'suruhanjaya', u'2013', u'tuju', u'elektrik']","[u'senario', u'tetap', u'pm225', u'hal', u'lulus', u'2016', u'akibat', u'tangan', u'khas', u'uber']","[u'senario', u'laksana', u'sabah', u'sekolah', u'siasat', u'tetap', u'ajar', u'sarawak', u'tuju', u'tangan']","[u'senario', u'tetap', u'lulus', u'uber', u'2016', u'pm225', u'hal', u'akibat', u'bajet', u'khas']","[u'senario', u'tetap', u'akibat', u'tangan', u'1mdb', u'diri', u'ajar', u'khas', u'tuju', u'laksana']","[u'senario', u'laksana', u'sabah', u'sekolah', u'siasat', u'pecah', u'tuju', u'jenayah', u'suruhanjaya', u'status']","[u'senario', u'laksana', u'sabah', u'pecah', u'jenayah', u'sekolah', u'suruhanjaya', u'siasat', u'2013', u'status']","[u'senario', u'laksana', u'sabah', u'jenayah', u'pecah', u'sekolah', u'bekal', u'elektrik', u'2013', u'kenderaan']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'ancang', u'sekolah', u'ajar', u'tangan', u'libat', u'tetap']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'lulus', u'tanam', u'mitigasi', u'uec', u'hal', u'petagas']","[u'senario', u'laksana', u'sabah', u'ancang', u'sekolah', u'jenayah', u'suruhanjaya', u'2013', u'ajar', u'khusus']","[u'senario', u'tetap', u'lulus', u'tanam', u'kolam', u'tangan', u'kabotaj', u'kaji', u'hidup', u'sawah']","[u'senario', u'tetap', u'libat', u'sabah', u'ajar', u'tangan', u'sekolah', u'sarawak', u'laksana', u'kesan']","[u'senario', u'tetap', u'lulus', u'kolam', u'kabotaj', u'mitigasi', u'tanam', u'hidup', u'kaji', u'tadah']","[u'senario', u'tetap', u'tangan', u'libat', u'kesan', u'akibat', u'nilai', u'kaji', u'ajar', u'lulus']","[u'senario', u'sabah', u'laksana', u'sekolah', u'ancang', u'ajar', u'jenayah', u'libat', u'sarawak', u'suruhanjaya']","[u'senario', u'sabah', u'laksana', u'ancang', u'sekolah', u'jenayah', u'bekal', u'libat', u'ajar', u'sarawak']","[u'senario', u'laksana', u'sabah', u'ancang', u'bekal', u'sekolah', u'ajar', u'2013', u'jenayah', u'kenderaan']"
"[u'senario', u'laksana', u'sabah', u'sarawak', u'sekolah', u'jenayah', u'status', u'rancang', u'ajar', u'tetap']","[u'senario', u'tetap', u'tanam', u'uec', u'hal', u'lulus', u'petagas', u'sijil', u'bajet', u'topik']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'sekolah', u'hasrat', u'sarawak', u'angka', u'seragam']","[u'senario', u'tetap', u'tanam', u'lulus', u'uec', u'akibat', u'hal', u'pm225', u'segera', u'sijil']","[u'senario', u'laksana', u'sabah', u'tetap', u'sarawak', u'ajar', u'sekolah', u'libat', u'kenal', u'jenayah']","[u'senario', u'tetap', u'tanam', u'uec', u'lulus', u'petagas', u'sijil', u'uber', u'akibat', u'mitigasi']","[u'senario', u'tetap', u'akibat', u'kaji', u'jelas', u'ajar', u'sarawak', u'tangan', u'sabah', u'khas']","[u'senario', u'laksana', u'sabah', u'jenayah', u'sekolah', u'sarawak', u'hasrat', u'belanja', u'status', u'rancang']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'sarawak', u'kenderaan', u'hasrat', u'angka', u'belanja']","[u'senario', u'laksana', u'sabah', u'2013', u'jenayah', u'hasrat', u'bn', u'sarawak', u'sekolah', u'kenderaan']"
