"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'status', u'ajar', u'sarawak', u'bayar', u'libat']","[u'senario', u'tetap', u'bajet', u'pm225', u'kolam', u'akibat', u'tangan', u'tanam', u'lulus', u'uec']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'status', u'rancang', u'suruhanjaya', u'bekal', u'ajar']","[u'senario', u'tetap', u'pm225', u'akibat', u'tangan', u'bajet', u'lulus', u'tanam', u'libat', u'kesan']","[u'senario', u'laksana', u'sabah', u'sekolah', u'ajar', u'tangan', u'libat', u'kesan', u'sarawak', u'status']","[u'senario', u'tetap', u'bajet', u'akibat', u'pm225', u'tangan', u'hidup', u'lulus', u'kolam', u'tanam']","[u'senario', u'tetap', u'akibat', u'tangan', u'laksana', u'libat', u'kesan', u'ajar', u'khas', u'agama']","[u'senario', u'laksana', u'sabah', u'sekolah', u'status', u'jenayah', u'rancang', u'ajar', u'sarawak', u'libat']","[u'senario', u'laksana', u'sabah', u'status', u'rancang', u'jenayah', u'bekal', u'sekolah', u'libat', u'sarawak']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'status', u'jenayah', u'bekal', u'ajar', u'bayar']"
"[u'senario', u'sabah', u'laksana', u'bekal', u'sekolah', u'rancang', u'tetap', u'elektrik', u'tangan', u'sarawak']","[u'senario', u'tetap', u'lulus', u'bajet', u'tanam', u'pm225', u'tangan', u'kolam', u'uec', u'iktiraf']","[u'senario', u'sabah', u'laksana', u'elektrik', u'bekal', u'suruhanjaya', u'sekolah', u'rancang', u'jenayah', u'ancang']","[u'senario', u'tetap', u'lulus', u'bajet', u'tanam', u'tangan', u'pm225', u'kaji', u'segera', u'kwsp']","[u'senario', u'sabah', u'tetap', u'laksana', u'tangan', u'bekal', u'sekolah', u'kesan', u'ajar', u'libat']","[u'senario', u'tetap', u'lulus', u'bajet', u'tanam', u'tangan', u'pm225', u'kaji', u'kwsp', u'kolam']","[u'senario', u'tetap', u'tangan', u'kaji', u'lulus', u'1mdb', u'agama', u'sabah', u'kesan', u'milik']","[u'senario', u'sabah', u'laksana', u'bekal', u'rancang', u'sekolah', u'elektrik', u'jenayah', u'belanja', u'suruhanjaya']","[u'senario', u'sabah', u'laksana', u'bekal', u'elektrik', u'rancang', u'jenayah', u'ancang', u'suruhanjaya', u'pantau']","[u'senario', u'sabah', u'laksana', u'bekal', u'elektrik', u'rancang', u'sekolah', u'jenayah', u'ancang', u'lantik']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'sarawak', u'ajar', u'libat', u'ancang', u'kesan', u'tangan']","[u'senario', u'tetap', u'mitigasi', u'uec', u'tanam', u'kolam', u'lulus', u'hal', u'iktiraf', u'segera']","[u'senario', u'laksana', u'sabah', u'2013', u'jenayah', u'sekolah', u'ancang', u'pantau', u'suruhanjaya', u'kenderaan']","[u'senario', u'tetap', u'mitigasi', u'tanam', u'segera', u'hal', u'lulus', u'uec', u'iktiraf', u'hidup']","[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'libat', u'tangan', u'ajar', u'sarawak', u'kesan']","[u'senario', u'tetap', u'mitigasi', u'uec', u'tanam', u'kolam', u'lulus', u'hal', u'segera', u'hidup']","[u'senario', u'tetap', u'tangan', u'segera', u'libat', u'kaji', u'ajar', u'sabah', u'kesan', u'hidup']","[u'senario', u'sabah', u'laksana', u'sekolah', u'jenayah', u'belanja', u'jenis', u'libat', u'pantau', u'ancang']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'ancang', u'sekolah', u'pantau', u'libat', u'jenis']","[u'senario', u'laksana', u'sabah', u'2013', u'sekolah', u'jenayah', u'ancang', u'jenis', u'libat', u'pantau']"
"[u'senario', u'sabah', u'laksana', u'status', u'sarawak', u'kenderaan', u'sekolah', u'ancang', u'libat', u'bekal']","[u'senario', u'tetap', u'lulus', u'uec', u'hal', u'kolam', u'tanam', u'iktiraf', u'segera', u'tangan']","[u'senario', u'sabah', u'kenderaan', u'laksana', u'ancang', u'suruhanjaya', u'status', u'bekal', u'mas', u'libat']","[u'senario', u'tetap', u'lulus', u'hal', u'segera', u'tangan', u'uec', u'tanam', u'libat', u'iktiraf']","[u'senario', u'sabah', u'tetap', u'libat', u'tangan', u'sekolah', u'laksana', u'status', u'sarawak', u'tuju']","[u'senario', u'tetap', u'lulus', u'uec', u'hal', u'kolam', u'segera', u'tangan', u'tanam', u'petagas']","[u'senario', u'tetap', u'sabah', u'tangan', u'libat', u'lulus', u'tuju', u'kaji', u'1mdb', u'sarawak']","[u'senario', u'sabah', u'kenderaan', u'status', u'sekolah', u'laksana', u'suruhanjaya', u'libat', u'ancang', u'bekal']","[u'senario', u'sabah', u'kenderaan', u'laksana', u'status', u'ancang', u'bekal', u'suruhanjaya', u'libat', u'sekolah']","[u'senario', u'sabah', u'kenderaan', u'laksana', u'status', u'bekal', u'ancang', u'suruhanjaya', u'libat', u'sekolah']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'status', u'sekolah', u'libat', u'bekal', u'ancang', u'tangan']","[u'senario', u'tetap', u'kolam', u'lulus', u'tanam', u'kabotaj', u'uec', u'amerika', u'iktiraf', u'mitigasi']","[u'senario', u'laksana', u'sabah', u'bekal', u'jenayah', u'ancang', u'libat', u'agens', u'2013', u'kenderaan']","[u'senario', u'tetap', u'lulus', u'tanam', u'kolam', u'tangan', u'kaji', u'libat', u'segera', u'kwsp']","[u'senario', u'sabah', u'libat', u'tetap', u'laksana', u'sarawak', u'tangan', u'sekolah', u'bekal', u'status']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'lulus', u'tanam', u'uec', u'mitigasi', u'pm225', u'kwsp']","[u'senario', u'tetap', u'libat', u'tangan', u'kaji', u'kesan', u'sarawak', u'ajar', u'sekolah', u'lulus']","[u'senario', u'sabah', u'sekolah', u'libat', u'laksana', u'bekal', u'status', u'jenayah', u'sarawak', u'agens']","[u'senario', u'sabah', u'laksana', u'bekal', u'libat', u'agens', u'ancang', u'jenayah', u'status', u'kenderaan']","[u'senario', u'laksana', u'sabah', u'bekal', u'jenayah', u'ancang', u'status', u'2013', u'libat', u'sarawak']"
"[u'senario', u'laksana', u'sabah', u'sarawak', u'status', u'tangan', u'sekolah', u'siasat', u'ancang', u'libat']","[u'senario', u'tetap', u'kolam', u'lulus', u'tanam', u'uec', u'tangan', u'hal', u'kabotaj', u'pm225']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'suruhanjaya', u'status', u'ancang', u'sekolah', u'sarawak', u'jenayah']","[u'senario', u'tetap', u'lulus', u'tangan', u'kwsp', u'tanam', u'hal', u'pm225', u'akibat', u'kolam']","[u'senario', u'laksana', u'sabah', u'tangan', u'sarawak', u'siasat', u'libat', u'sekolah', u'status', u'ajar']","[u'senario', u'tetap', u'kolam', u'lulus', u'tangan', u'hal', u'kabotaj', u'pm225', u'tanam', u'akibat']","[u'senario', u'tetap', u'tangan', u'1mdb', u'libat', u'sarawak', u'lulus', u'akibat', u'sabah', u'laksana']","[u'senario', u'laksana', u'sabah', u'siasat', u'status', u'sarawak', u'sekolah', u'libat', u'suruhanjaya', u'dakwa']","[u'senario', u'laksana', u'sabah', u'kenderaan', u'status', u'sarawak', u'ancang', u'siasat', u'libat', u'sekolah']","[u'senario', u'laksana', u'sabah', u'status', u'kenderaan', u'sarawak', u'ancang', u'sekolah', u'jenayah', u'siasat']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'ajar', u'jauh', u'rancang', u'sarawak', u'libat', u'status']","[u'senario', u'tetap', u'kolam', u'kabotaj', u'tanam', u'takung', u'polisi', u'2016', u'lulus', u'pm225']","[u'senario', u'laksana', u'sekolah', u'jauh', u'sabah', u'rancang', u'lantik', u'libat', u'ajar', u'2013']","[u'senario', u'tetap', u'kolam', u'tanam', u'kabotaj', u'polisi', u'kwsp', u'kaji', u'akibat', u'2016']","[u'senario', u'laksana', u'sekolah', u'ajar', u'sabah', u'libat', u'tetap', u'jauh', u'sarawak', u'kesan']","[u'senario', u'kolam', u'tetap', u'kabotaj', u'tanam', u'takung', u'polisi', u'tadah', u'akibat', u'2016']","[u'senario', u'tetap', u'ajar', u'libat', u'akibat', u'kaji', u'tangan', u'agama', u'sekolah', u'jatuh']","[u'senario', u'laksana', u'sekolah', u'sabah', u'lantik', u'jauh', u'ajar', u'libat', u'rancang', u'belanja']","[u'senario', u'laksana', u'sekolah', u'sabah', u'lantik', u'libat', u'jauh', u'rancang', u'ajar', u'belanja']","[u'senario', u'laksana', u'sekolah', u'sabah', u'lantik', u'ajar', u'rancang', u'jauh', u'libat', u'bukit']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'status', u'ajar', u'sarawak', u'tangan', u'libat']","[u'senario', u'tetap', u'kolam', u'petagas', u'bajet', u'lulus', u'uec', u'iktiraf', u'akibat', u'2016']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'2013', u'pelan', u'status', u'libat', u'jenayah']","[u'senario', u'tetap', u'bajet', u'akibat', u'lulus', u'tangan', u'kolam', u'segera', u'ajar', u'petagas']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'tetap', u'libat', u'tangan', u'sarawak', u'rancang']","[u'senario', u'tetap', u'bajet', u'kolam', u'lulus', u'akibat', u'petagas', u'uber', u'2016', u'pm225']","[u'senario', u'tetap', u'akibat', u'tangan', u'sekolah', u'libat', u'ajar', u'agama', u'laksana', u'1mdb']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'rancang', u'belanja', u'libat', u'pelan', u'ajar']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'status', u'2013', u'kenderaan', u'libat', u'bekal']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'2013', u'status', u'pelan', u'libat', u'bekal']"
"[u'senario', u'sabah', u'sarawak', u'sekolah', u'laksana', u'tetap', u'status', u'tangan', u'kaum', u'bekal']","[u'senario', u'tetap', u'hal', u'akibat', u'samping', u'kolam', u'tangan', u'lulus', u'tanam', u'hidup']","[u'senario', u'sabah', u'sarawak', u'laksana', u'suruhanjaya', u'sekolah', u'bekal', u'kenderaan', u'status', u'senarai']","[u'senario', u'tetap', u'akibat', u'tangan', u'hal', u'samping', u'segera', u'lulus', u'tanam', u'kolam']","[u'senario', u'sarawak', u'sabah', u'tetap', u'tangan', u'sekolah', u'laksana', u'tuju', u'status', u'senarai']","[u'senario', u'tetap', u'akibat', u'hal', u'tangan', u'kolam', u'lulus', u'samping', u'tanam', u'hidup']","[u'senario', u'tetap', u'tangan', u'akibat', u'sarawak', u'sabah', u'1mdb', u'kaum', u'libat', u'sekolah']","[u'senario', u'sabah', u'sarawak', u'status', u'sekolah', u'laksana', u'bekal', u'senarai', u'belanja', u'suruhanjaya']","[u'senario', u'sabah', u'sarawak', u'laksana', u'sekolah', u'bekal', u'status', u'kenderaan', u'suruhanjaya', u'belanja']","[u'senario', u'sabah', u'sarawak', u'bekal', u'sekolah', u'status', u'laksana', u'kenderaan', u'suruhanjaya', u'senarai']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'status', u'tetap', u'ajar', u'tangan', u'kaji']","[u'senario', u'tetap', u'lulus', u'uec', u'hal', u'kolam', u'iktiraf', u'samping', u'bajet', u'petagas']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'jauh', u'ancang', u'pelan', u'mas', u'suruhanjaya']","[u'senario', u'tetap', u'lulus', u'uec', u'hal', u'bajet', u'tangan', u'kaji', u'kolam', u'iktiraf']","[u'senario', u'laksana', u'sekolah', u'tetap', u'tangan', u'kaji', u'sabah', u'ajar', u'rancang', u'kesan']","[u'senario', u'tetap', u'lulus', u'kolam', u'uec', u'hal', u'petagas', u'bajet', u'kabotaj', u'iktiraf']","[u'senario', u'tetap', u'tangan', u'kaji', u'akibat', u'diri', u'sekolah', u'lulus', u'ajar', u'laksana']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'jauh', u'status', u'ancang', u'ajar', u'pelan']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'status', u'ancang', u'jauh', u'wujud', u'ajar']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'ancang', u'status', u'jauh', u'ajar', u'bekal']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'kesan', u'tangan', u'belanja', u'tuju', u'bekal']","[u'senario', u'tetap', u'kolam', u'2016', u'kabotaj', u'sawah', u'tanam', u'labuh', u'hal', u'lulus']","[u'senario', u'mas', u'laksana', u'sabah', u'sekolah', u'dar', u'bekal', u'suruhanjaya', u'cegah', u'jenis']","[u'senario', u'tetap', u'kolam', u'2016', u'tanam', u'segera', u'pm225', u'tangan', u'polisi', u'hal']","[u'senario', u'tetap', u'sabah', u'tangan', u'laksana', u'kesan', u'sekolah', u'sarawak', u'tuju', u'kenal']","[u'senario', u'tetap', u'kolam', u'2016', u'kabotaj', u'polisi', u'pm225', u'tanam', u'labuh', u'sawah']","[u'senario', u'tetap', u'tangan', u'kesan', u'akibat', u'tuju', u'sabah', u'segera', u'sekolah', u'hidup']","[u'senario', u'laksana', u'sabah', u'sekolah', u'belanja', u'tuju', u'bekal', u'jenis', u'kesan', u'mas']","[u'senario', u'sabah', u'laksana', u'sekolah', u'bekal', u'mas', u'belanja', u'jenis', u'dar', u'siap']","[u'senario', u'sabah', u'laksana', u'bekal', u'sekolah', u'mas', u'belanja', u'cegah', u'jenis', u'rancang']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'rancang', u'sarawak', u'ajar', u'jauh', u'jenayah']","[u'senario', u'uec', u'tetap', u'lulus', u'tanam', u'iktiraf', u'sijil', u'petagas', u'kolam', u'mitigasi']","[u'senario', u'laksana', u'jenayah', u'rancang', u'sekolah', u'sabah', u'ancang', u'jauh', u'sarawak', u'status']","[u'senario', u'tetap', u'uec', u'lulus', u'tanam', u'sijil', u'samping', u'iktiraf', u'segera', u'akibat']","[u'senario', u'laksana', u'sarawak', u'ajar', u'sekolah', u'status', u'sabah', u'jauh', u'tetap', u'rancang']","[u'senario', u'tetap', u'uec', u'lulus', u'tanam', u'sijil', u'kolam', u'petagas', u'iktiraf', u'pm225']","[u'senario', u'tetap', u'kaji', u'akibat', u'ajar', u'lulus', u'tangan', u'kesan', u'jauh', u'sijil']","[u'senario', u'laksana', u'jenayah', u'jauh', u'status', u'rancang', u'sekolah', u'ancang', u'sabah', u'pelan']","[u'senario', u'laksana', u'rancang', u'sekolah', u'sabah', u'status', u'ancang', u'jenayah', u'agens', u'jauh']","[u'senario', u'laksana', u'jenayah', u'sekolah', u'rancang', u'sabah', u'ancang', u'status', u'jauh', u'sarawak']"
"[u'senario', u'laksana', u'sabah', u'rancang', u'tangan', u'status', u'sekolah', u'jauh', u'bekal', u'dakwa']","[u'senario', u'tetap', u'tanam', u'kolam', u'lulus', u'hal', u'tangan', u'pm225', u'samping', u'2016']","[u'senario', u'laksana', u'sabah', u'rancang', u'jenayah', u'mas', u'jauh', u'suruhanjaya', u'bekal', u'sekolah']","[u'senario', u'tetap', u'tanam', u'hal', u'lulus', u'tangan', u'kolam', u'samping', u'pm225', u'akibat']","[u'senario', u'laksana', u'sabah', u'tangan', u'tetap', u'libat', u'kesan', u'rancang', u'status', u'jauh']","[u'senario', u'tetap', u'tanam', u'kolam', u'lulus', u'hal', u'tangan', u'kwsp', u'pm225', u'grabcar']","[u'senario', u'tetap', u'tangan', u'1mdb', u'akibat', u'kaji', u'sabah', u'melayu', u'lulus', u'kesan']","[u'senario', u'laksana', u'sabah', u'rancang', u'jauh', u'status', u'libat', u'sekolah', u'jenayah', u'bekal']","[u'senario', u'laksana', u'sabah', u'rancang', u'bekal', u'status', u'jauh', u'sekolah', u'suruhanjaya', u'elektrik']","[u'senario', u'laksana', u'sabah', u'rancang', u'bekal', u'jenayah', u'jauh', u'status', u'senjata', u'elektrik']"
"[u'senario', u'sabah', u'laksana', u'sarawak', u'tangan', u'sekolah', u'pelan', u'dakwa', u'status', u'kesan']","[u'senario', u'tetap', u'kolam', u'uec', u'tanam', u'hal', u'iktiraf', u'pm225', u'tangan', u'akibat']","[u'senario', u'sabah', u'laksana', u'sarawak', u'senjata', u'pelan', u'sekolah', u'dakwat', u'jenayah', u'ancang']","[u'senario', u'tetap', u'tangan', u'pm225', u'akibat', u'hal', u'tanam', u'kolam', u'1mdb', u'bajet']","[u'senario', u'tangan', u'sabah', u'sarawak', u'laksana', u'kesan', u'sekolah', u'siasat', u'khas', u'bangsa']","[u'senario', u'tetap', u'pm225', u'kolam', u'2016', u'tangan', u'akibat', u'tanam', u'uec', u'hal']","[u'senario', u'tangan', u'1mdb', u'akibat', u'tetap', u'khas', u'bangsa', u'kesan', u'sarawak', u'sabah']","[u'senario', u'laksana', u'sabah', u'pelan', u'sarawak', u'sekolah', u'tangan', u'ancang', u'dakwa', u'status']","[u'senario', u'laksana', u'sabah', u'pelan', u'sarawak', u'senjata', u'sekolah', u'ancang', u'tangan', u'status']","[u'senario', u'sabah', u'laksana', u'senjata', u'pelan', u'sarawak', u'jenayah', u'sekolah', u'ancang', u'tangan']"
"[u'senario', u'laksana', u'sabah', u'sarawak', u'status', u'rancang', u'sekolah', u'jauh', u'tangan', u'nilai']","[u'senario', u'tetap', u'kolam', u'2016', u'lulus', u'pm225', u'uec', u'iktiraf', u'bajet', u'takung']","[u'senario', u'laksana', u'sabah', u'status', u'sarawak', u'rancang', u'pelan', u'jauh', u'sekolah', u'kenderaan']","[u'senario', u'tetap', u'kolam', u'pm225', u'lulus', u'bajet', u'2016', u'tangan', u'akibat', u'tanam']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tangan', u'nilai', u'status', u'sekolah', u'jauh', u'tetap']","[u'senario', u'tetap', u'kolam', u'2016', u'pm225', u'lulus', u'kwsp', u'kabotaj', u'uec', u'bajet']","[u'senario', u'tetap', u'tangan', u'sabah', u'sarawak', u'nilai', u'akibat', u'laksana', u'1mdb', u'kaji']","[u'senario', u'laksana', u'sabah', u'sarawak', u'status', u'jauh', u'rancang', u'pelan', u'sekolah', u'kenal']","[u'senario', u'laksana', u'sabah', u'status', u'rancang', u'sarawak', u'pelan', u'jauh', u'sekolah', u'bekal']","[u'senario', u'laksana', u'sabah', u'rancang', u'sarawak', u'status', u'jauh', u'pelan', u'bekal', u'kenderaan']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'siasat', u'libat', u'bekal', u'status', u'jenayah', u'suruhanjaya']","[u'senario', u'kolam', u'tetap', u'kabotaj', u'2016', u'tanam', u'pm225', u'hal', u'takung', u'sawah']","[u'senario', u'laksana', u'sekolah', u'jenayah', u'bekal', u'sabah', u'suruhanjaya', u'kenderaan', u'libat', u'siasat']","[u'senario', u'kolam', u'tetap', u'kabotaj', u'hal', u'tanam', u'kwsp', u'pm225', u'lulus', u'2016']","[u'senario', u'laksana', u'siasat', u'libat', u'sekolah', u'tetap', u'sabah', u'ajar', u'status', u'bekal']","[u'senario', u'kolam', u'kabotaj', u'tetap', u'2016', u'kwsp', u'pm225', u'tanam', u'polisi', u'tadah']","[u'senario', u'tetap', u'libat', u'tangan', u'ajar', u'1mdb', u'kaji', u'jelas', u'kesan', u'siasat']","[u'senario', u'laksana', u'sekolah', u'libat', u'bekal', u'jenayah', u'sabah', u'khusus', u'ajar', u'siasat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'bekal', u'jenayah', u'suruhanjaya', u'status', u'libat', u'ancang']","[u'senario', u'laksana', u'jenayah', u'bekal', u'sekolah', u'sabah', u'libat', u'suruhanjaya', u'ancang', u'khusus']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'libat', u'dakwa', u'bekal', u'ancang', u'siasat', u'tangan']","[u'senario', u'tetap', u'lulus', u'bajet', u'uec', u'petagas', u'tanam', u'hal', u'2016', u'pm225']","[u'senario', u'sabah', u'kenderaan', u'laksana', u'sekolah', u'bekal', u'elektrik', u'jenayah', u'suruhanjaya', u'rancang']","[u'senario', u'tetap', u'lulus', u'bajet', u'uec', u'hal', u'tangan', u'tanam', u'pm225', u'1mdb']","[u'senario', u'sabah', u'laksana', u'libat', u'sekolah', u'tangan', u'siasat', u'tetap', u'sarawak', u'tuju']","[u'senario', u'tetap', u'lulus', u'bajet', u'2016', u'uec', u'pm225', u'uber', u'petagas', u'hal']","[u'senario', u'tetap', u'sabah', u'tangan', u'1mdb', u'libat', u'kesan', u'lulus', u'kaji', u'tuju']","[u'senario', u'sabah', u'laksana', u'ancang', u'sekolah', u'libat', u'bekal', u'rancang', u'jenayah', u'suruhanjaya']","[u'senario', u'sabah', u'laksana', u'ancang', u'sekolah', u'kenderaan', u'bekal', u'suruhanjaya', u'rancang', u'jenayah']","[u'senario', u'sabah', u'laksana', u'jenayah', u'kenderaan', u'ancang', u'sekolah', u'suruhanjaya', u'bekal', u'elektrik']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'kesan', u'belanja', u'sarawak', u'tangan', u'status', u'kaum']","[u'senario', u'tetap', u'tanam', u'lulus', u'hal', u'kolam', u'uec', u'mitigasi', u'petagas', u'samping']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'2013', u'dar', u'belanja', u'suruhanjaya', u'kenderaan']","[u'senario', u'tetap', u'tanam', u'lulus', u'hal', u'akibat', u'tangan', u'mitigasi', u'kolam', u'uec']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'kesan', u'sarawak', u'nilai', u'tetap', u'ajar']","[u'senario', u'tetap', u'tanam', u'lulus', u'hal', u'akibat', u'petagas', u'tangan', u'kolam', u'kwsp']","[u'senario', u'tetap', u'akibat', u'kesan', u'tangan', u'diri', u'khas', u'kaum', u'kaji', u'sabah']","[u'senario', u'laksana', u'sabah', u'sekolah', u'belanja', u'jenayah', u'2013', u'ancang', u'suruhanjaya', u'status']","[u'senario', u'laksana', u'sabah', u'sekolah', u'jenayah', u'suruhanjaya', u'belanja', u'2013', u'status', u'bekal']","[u'senario', u'laksana', u'sabah', u'jenayah', u'2013', u'sekolah', u'belanja', u'senjata', u'suruhanjaya', u'kenderaan']"
"[u'senario', u'sabah', u'laksana', u'sekolah', u'bekal', u'kenderaan', u'status', u'suruhanjaya', u'kesan', u'wujud']","[u'senario', u'tetap', u'lulus', u'tanam', u'kolam', u'hal', u'amerika', u'bajet', u'2016', u'sawah']","[u'senario', u'sabah', u'kenderaan', u'laksana', u'bekal', u'sekolah', u'suruhanjaya', u'elektrik', u'pelan', u'klinik']","[u'senario', u'tetap', u'lulus', u'tanam', u'hal', u'kolam', u'bajet', u'segera', u'amerika', u'tangan']","[u'senario', u'sabah', u'sekolah', u'tetap', u'laksana', u'bekal', u'kesan', u'libat', u'tangan', u'status']","[u'senario', u'tetap', u'lulus', u'tanam', u'hal', u'2016', u'kolam', u'kwsp', u'tadah', u'amerika']","[u'senario', u'tetap', u'sabah', u'kesan', u'lulus', u'tangan', u'kaji', u'sekolah', u'1mdb', u'libat']","[u'senario', u'sabah', u'laksana', u'bekal', u'sekolah', u'kenderaan', u'suruhanjaya', u'pelan', u'statistik', u'status']","[u'senario', u'sabah', u'kenderaan', u'bekal', u'laksana', u'sekolah', u'suruhanjaya', u'klinik', u'statistik', u'bakal']","[u'senario', u'sabah', u'kenderaan', u'bekal', u'laksana', u'sekolah', u'suruhanjaya', u'pelan', u'statistik', u'elektrik']"
"[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'status', u'sarawak', u'bekal', u'siasat', u'libat']","[u'senario', u'kolam', u'tetap', u'takung', u'lulus', u'tanam', u'polisi', u'kabotaj', u'2016', u'bangga']","[u'senario', u'laksana', u'rancang', u'sekolah', u'sabah', u'bekal', u'mas', u'status', u'jenayah', u'kenderaan']","[u'senario', u'kolam', u'tetap', u'takung', u'lulus', u'tanam', u'polisi', u'kwsp', u'kabotaj', u'sawah']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'tetap', u'status', u'libat', u'rancang', u'siasat']","[u'senario', u'kolam', u'tetap', u'polisi', u'kabotaj', u'kwsp', u'takung', u'tanam', u'lulus', u'2016']","[u'senario', u'tetap', u'lulus', u'kesan', u'tangan', u'kaji', u'libat', u'sekolah', u'sarawak', u'akibat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'bekal', u'status', u'sarawak', u'jenayah', u'libat']","[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'bekal', u'status', u'jenayah', u'sarawak', u'suruhanjaya']","[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'jenayah', u'status', u'bekal', u'mas', u'kenderaan']"
